dataset,model_name,model_family,selection_mode,rank_in_saved_results,model_features,saved_r2_val_z,saved_r2_cv_mean_z,saved_r2_val_e,saved_rmse_val_e,saved_r2_test_z,saved_rmse_test_z,saved_r2_test_e,saved_rmse_test_e,saved_r2_test_tau_u,saved_rmse_test_tau_u,saved_selection_score,n_rows,rmse_z,r2_z,rmse_d,r2_d,rmse_b,r2_b,rmse_e,r2_e,rmse_tau_u,r2_tau_u,mean_curve_rmse_tau_u,median_curve_rmse_tau_u,max_curve_rmse_tau_u,valid_curve_count,constraint_ok_count,d_positive_count,b_positive_count,detailed_output_file,method
FULL,FULL_direct_poly_rank_1,polynomial,log_gap,1,u_r_mm + u_r_x_u_p + u_p_div_u_r + tau_r_div_tau_p,0.9710146073645362,0.9788231307844368,0.6161077452845486,6.065587036539846,0.9126589952612416,0.439535308017805,0.982151607862114,0.8649514190709137,0.9986970471690304,0.1903918826772297,1.4195323490644818,299.0,0.1828661797627458,0.9851910315758644,27.55890637330344,0.8863178404466437,27.558906373303422,0.8816716975333061,4.353413910799863,0.799498399167307,0.1043884800814727,0.9996625446772126,0.0369719640345316,0.0075481245378952,1.4069317175388023,299,299,299.0,299.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/full/FULL_direct_poly_rank_1_b_d_from_e_predictions.csv,methodologie_2
FULL,FULL_direct_poly_rank_5,polynomial,log_gap,5,u_r_mm + u_r_x_u_p + u_p_div_u_r + tau_r_div_tau_p + tau_r_div_u_p,0.9726619288076144,0.97700105874653,0.629669992991691,5.957480309220316,0.9584558012473322,0.3031376431391905,0.9836929871334672,0.8267598407712918,0.9997111618271196,0.0896419666669012,1.4103035273213556,299.0,0.1715301126650584,0.9869701694309768,26.094823909695943,0.8980758502199293,26.09482390969593,0.8939102523102909,4.1110501960014165,0.8212016600724955,0.1282938709335906,0.999490290236665,0.0325319055510514,0.0068117684354138,2.01508215024472,299,299,299.0,299.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/full/FULL_direct_poly_rank_5_b_d_from_e_predictions.csv,methodologie_2
FULL,FULL_direct_exp_rank_4,exponential,log_gap,4,tau_peak_MPa_csds + u_r_mm + u_p_x_tau_r + u_p_div_u_r + u_p_div_tau_r + sigma_n_div_tau_r,0.8454561988088424,0.8561475062438715,0.3284090653265528,8.022700443073386,0.8272632412253427,0.6181260677905266,0.869547497185884,2.3383976929473356,0.9987818200963072,0.1840940689300084,1.2108029703531016,299.0,0.5525263927768292,0.8648039264521205,48.30513989640356,0.6507350179002811,48.305139896403546,0.6364607023187054,6.573171222128683,0.5429035867003135,0.2694719002124162,0.997751265908023,0.1049662132375869,0.0302780350758281,2.8564374032195845,299,299,299.0,299.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/full/FULL_direct_exp_rank_4_b_d_from_e_predictions.csv,methodologie_2
FULL,FULL_direct_exp_rank_2,exponential,log_gap,2,u_r_mm + u_p_x_tau_p + u_p_div_u_r + tau_p_div_tau_r + sigma_n_div_tau_p + sigma_n_div_tau_r,0.8563577142469309,0.8555466682105625,0.3309972679318798,8.00722642653229,0.8886155629586092,0.4963601797164381,0.7510456736807518,3.2303680403376753,0.9985781038607496,0.1988923224327698,1.221602047126565,299.0,0.5247872460200754,0.8780379919293136,46.50245604586287,0.6763168155051582,46.50245604586285,0.6630880174271145,7.073416182873571,0.4706823856227318,0.2764904908829659,0.997632600598526,0.1091230057662029,0.0297796642932665,2.946682839718945,299,299,299.0,299.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/full/FULL_direct_exp_rank_2_b_d_from_e_predictions.csv,methodologie_2
FULL,FULL_direct_exp_rank_1,exponential,log_gap,1,u_r_mm + u_p_x_tau_r + u_p_div_u_r + tau_p_div_tau_r + sigma_n_div_tau_p + sigma_n_div_tau_r,0.8675832618992928,0.848491425108822,0.36511059884404,7.800405905097776,0.8855812349899308,0.5030756580760536,0.7611179688596686,3.164345584221929,0.9987323964279944,0.1877914471212077,1.2294829685606092,299.0,0.5265929495378391,0.8771972469955662,47.93341726481086,0.6560897341556985,47.93341726481084,0.6420342636161311,7.072847289357855,0.4707675250352834,0.363800226914219,0.995901385561974,0.1128877272669922,0.0263626770177557,5.197426618228049,299,299,299.0,299.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/full/FULL_direct_exp_rank_1_b_d_from_e_predictions.csv,methodologie_2
FULL,FULL_direct_exp_rank_5,exponential,log_gap,5,u_r_mm + u_p_x_tau_r + u_p_div_u_r + tau_p_div_tau_r + u_p_div_tau_r + sigma_n_div_tau_r,0.8398287337425788,0.8578866950538284,0.2829738209090213,8.28963999060366,0.8569600268866008,0.5624881608826389,0.7872968002266854,2.985926943170783,0.9986109555826786,0.1965812752816362,1.207088599960208,299.0,0.5371654631602428,0.872216674294491,46.49460279429056,0.6764261323478544,46.494602794290536,0.6632018020040269,7.011769285044134,0.4798684972842828,0.3666614587605752,0.9958366621168872,0.1146396125549562,0.0308356597478942,5.284061592448748,299,299,299.0,299.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/full/FULL_direct_exp_rank_5_b_d_from_e_predictions.csv,methodologie_2
FULL,FULL_direct_exp_rank_3,exponential,log_gap,3,u_r_mm + u_p_x_tau_r + tau_p_x_tau_r + u_p_div_u_r + tau_p_div_tau_r + sigma_n_div_tau_r,0.8533291318461209,0.84475641201924,0.3030754461963264,8.172615118986135,0.8671746949503126,0.542032200010805,0.8118462333480277,2.8083331369552975,0.9989613194019308,0.1699906721578275,1.212621813323182,299.0,0.5376927300841434,0.8719656939434668,57.65628880728183,0.5024213639563442,57.65628880728181,0.4820855305875433,6.839645397850207,0.5050912916926869,0.4436359231117042,0.99390512861407,0.1115111077159109,0.0287664986666174,7.034398621931595,299,299,299.0,299.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/full/FULL_direct_exp_rank_3_b_d_from_e_predictions.csv,methodologie_2
HIGH,HIGH_poly_rank_3,polynomial,log,3,,,,,,,,,,,,,,,,,,,,0.9169305140355553,0.8732330917637864,1.4598157282527335,0.879582260205066,0.9387309882514816,,,67,67,,,,methodologie_1
HIGH,HIGH_poly_rank_2,polynomial,log,2,,,,,,,,,,,,,,,,,,,,1.077928807578372,0.8141566819226167,1.550485845845946,0.8634220071143061,1.0779866664676825,,,65,65,,,,methodologie_1
HIGH,HIGH_poly_rank_1,polynomial,log,1,,,,,,,,,,,,,,,,,,,,0.7882825643480023,0.9009855571547538,1.5628656670204246,0.8629767126036226,1.0698096663616132,,,64,64,,,,methodologie_1
HIGH,HIGH_exp_log_rank_3,exponential,log,3,,,,,,,,,,,,,,,,,,,,1.0739567453728582,0.7282655171136289,1.7453296139938066,0.8278470174581766,1.1750076143997856,,,61,61,,,,methodologie_1
HIGH,HIGH_exp_log_rank_5,exponential,log,5,,,,,,,,,,,,,,,,,,,,0.8498475057932154,0.8938161531632587,1.955841815101212,0.7765500888479455,1.2020646374439696,,,64,64,,,,methodologie_1
HIGH,HIGH_exp_log_rank_1,exponential,log,1,,,,,,,,,,,,,,,,,,,,1.589814902943928,0.6341960197192424,1.976965124250108,0.7693762089184969,1.224519839792237,,,63,63,,,,methodologie_1
HIGH,HIGH_exp_d_rank_1,exponential,d,1,,,,,,,,,,,,,,,,,,,,0.7396592475354246,0.8887082032982223,2.0088138484715015,0.7724222677458306,1.234133138117604,,,61,61,,,,methodologie_1
HIGH,HIGH_exp_d_rank_2,exponential,d,2,,,,,,,,,,,,,,,,,,,,0.8852871929732564,0.8865711151967831,2.06485362556406,0.748415064791857,1.2361244714077344,,,63,63,,,,methodologie_1
HIGH,HIGH_exp_d_rank_3,exponential,d,3,,,,,,,,,,,,,,,,,,,,1.2758848726194003,0.669643128750985,2.101460239249645,0.7462175701472966,1.2801876574112772,,,61,61,,,,methodologie_1
HIGH,HIGH_poly_rank_5,polynomial,log,5,,,,,,,,,,,,,,,,,,,,0.7846812004303344,0.8950612375847445,2.1231323593589213,0.7464196127589005,1.1991423109000694,,,64,64,,,,methodologie_1
HIGH,HIGH_exp_log_rank_4,exponential,log,4,,,,,,,,,,,,,,,,,,,,1.4629253262901798,0.5518073914366093,2.1406678044315233,0.7360531901686171,1.2798139630927885,,,63,63,,,,methodologie_1
HIGH,HIGH_exp_log_rank_2,exponential,log,2,,,,,,,,,,,,,,,,,,,,1.3386030105056563,0.7406663372231742,2.232752019741918,0.7058376591695971,1.2856086667068924,,,63,63,,,,methodologie_1
HIGH,HIGH_poly_rank_4,polynomial,log,4,,,,,,,,,,,,,,,,,,,,0.6912792590977226,0.9286464756084164,2.347089347079298,0.674496508263552,1.3086813099775187,,,65,65,,,,methodologie_1
HIGH,HIGH_direct_poly_rank_1,polynomial,log_gap,1,u_r_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + tau_r_div_u_p,0.9656739163027904,0.9240085812957268,0.8684566329978177,0.6421847508455975,0.9153697789372996,0.3819397367496935,0.950789559120894,0.5960083242498219,0.9535925659122292,0.899318880251075,1.3851248519259638,67.0,0.18766378327548,0.9828416443414324,67.64319558095191,0.8186430702493508,67.64319558095187,0.8191365000217007,0.3624152850644681,0.980196312752826,0.099765762997794,0.9994375842800112,0.0729828731052266,0.0575524752894496,0.4331651072957346,67,67,67.0,67.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/high/HIGH_direct_poly_rank_1_b_d_from_e_predictions.csv,methodologie_2
HIGH,HIGH_direct_poly_rank_5,polynomial,log_gap,5,delta_peak_mm + u_p_div_u_r + tau_r_div_tau_p,0.913371018316098,0.9463325957972404,0.9723395643628286,0.2944794678363616,0.987210189495227,0.1484787018192568,0.9689819867823528,0.4731846914569351,0.9984689780830828,0.1633468021503095,1.354805469698955,67.0,0.1664260431224362,0.9865054841968146,51.28233292968301,0.895763104062,51.28233292968296,0.8960467082667242,0.4725928952430338,0.9663250140071288,0.1061670116074982,0.9993630965808116,0.0778900560922549,0.0694935754987785,0.4296987881494592,67,67,67.0,67.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/high/HIGH_direct_poly_rank_5_b_d_from_e_predictions.csv,methodologie_2
HIGH,HIGH_direct_poly_rank_3,polynomial,log_gap,3,u_p_div_u_r + tau_r_div_tau_p + tau_r_div_u_p,0.963192123986498,0.8975478299563658,0.9083800332286722,0.5359454357494421,0.967370786608327,0.2371567056176551,0.9098874403693956,0.8065222637481343,0.998808435863174,0.1441048655539426,1.3796840295871478,67.0,0.2280857673876672,0.9746539023971562,66.32925344389429,0.8256202138111118,66.32925344389425,0.8260946604083271,0.4048381650016351,0.975288680127864,0.158184026912307,0.9985860968928448,0.1087576029900232,0.079352237985353,0.6273939897364696,67,67,67.0,67.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/high/HIGH_direct_poly_rank_3_b_d_from_e_predictions.csv,methodologie_2
HIGH,HIGH_direct_poly_rank_2,polynomial,log_gap,2,u_p_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + tau_r_div_u_p,0.9714567563190946,0.9137023054081436,0.9391374006881108,0.4368182351287969,0.9757307839264872,0.204531395221257,0.9694415701979106,0.4696661005733332,0.9917361037962478,0.3795005063257711,1.382648161020125,67.0,0.1669073919184353,0.9864273117872926,48.92472080567146,0.9051269998538548,48.92472080567142,0.9053851270890734,0.3330994496559517,0.9832705802738536,0.1887533679528296,0.9979868144083698,0.0941009862271988,0.0556080930424781,1.1558370525311377,67,67,67.0,67.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/high/HIGH_direct_poly_rank_2_b_d_from_e_predictions.csv,methodologie_2
HIGH,HIGH_direct_exp_rank_4,exponential,log_gap,4,u_r_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_r + tau_p_div_u_p,0.8721736311398907,0.9267572530142713,0.986372291122542,0.2066983145911277,0.9692978081588928,0.2300471182339843,0.95655959175577,0.5599775891633798,0.9984645309220715,0.1635838669406296,1.2838598324700732,67.0,0.3352649803946176,0.9452365102567628,98.91362988791695,0.6122085747713188,98.91362988791693,0.6132636645047681,0.635851299582252,0.9390401101546167,0.2459464716133957,0.9965819722260052,0.1661566882920592,0.1126829398890523,1.31551765753537,67,67,67.0,67.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/high/HIGH_direct_exp_rank_4_b_d_from_e_predictions.csv,methodologie_2
HIGH,HIGH_direct_exp_rank_1,exponential,log_gap,1,u_r_x_tau_r + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + u_r_div_tau_r + tau_p_div_u_p,0.9002129041609763,0.9150864200232868,0.9468195691809002,0.4083207377424182,0.9451189945499956,0.307569407780078,0.7781629936732305,1.2654374859651198,0.9961135659517774,0.2602529038161384,1.2948929612656113,67.0,0.326210855492741,0.9481544424525,93.3122962694806,0.6548851268527605,93.31229626948056,0.6558241036733634,0.6723939855545163,0.9318319788185092,0.2459974322124711,0.9965805556349268,0.1697818921483348,0.1264545767086725,1.2889379995177763,67,67,67.0,67.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/high/HIGH_direct_exp_rank_1_b_d_from_e_predictions.csv,methodologie_2
HIGH,HIGH_direct_poly_rank_4,polynomial,log_gap,4,u_p_x_tau_r + u_p_div_u_r + tau_r_div_tau_p,0.9408329685652116,0.9042676586166002,0.8302721976174166,0.7294608792360157,0.9325897365788116,0.3408749748450865,0.7419071796047643,1.3649340227099294,0.9902754980419456,0.4116741683781463,1.357382678517687,67.0,0.2268552086988361,0.974926657018198,52.15884305300655,0.8921694496692392,52.15884305300651,0.8924628313667307,0.7389547421709008,0.9176679881094963,0.2529315704077504,0.9963850651439886,0.1369359316028775,0.0867372393597735,1.6479731400831228,67,67,67.0,67.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/high/HIGH_direct_poly_rank_4_b_d_from_e_predictions.csv,methodologie_2
HIGH,HIGH_direct_exp_rank_2,exponential,log_gap,2,u_r_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + u_r_div_tau_r + tau_p_div_u_r + tau_p_div_u_p,0.8882406985562145,0.9269354228160208,0.9722673985322846,0.2948633647596828,0.9632742608543196,0.2516039062261256,0.9319252468673068,0.7009979291676847,0.9974669930565884,0.2101058394806765,1.289904296616327,67.0,0.3223847742384553,0.9493634887676772,95.48691965694373,0.6386120317247583,95.48691965694368,0.639595283829661,0.7273986372070064,0.920222942603236,0.2541663773698767,0.9963496829045744,0.1712555801571864,0.1278277346388701,1.4282807570135656,67,67,67.0,67.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/high/HIGH_direct_exp_rank_2_b_d_from_e_predictions.csv,methodologie_2
HIGH,HIGH_direct_exp_rank_5,exponential,log_gap,5,u_r_x_u_p + u_r_x_tau_r + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + sigma_n_div_tau_p,0.8860032747718928,0.9171334812077822,0.9450128692769932,0.4151987534353341,0.7477370951988107,0.6594149710433869,-12.547518724507432,9.889027336805876,0.9944632912271272,0.3106316997199064,1.2817320225747155,67.0,0.3854613114382776,0.9276103761166088,89.49057519565793,0.6825754435527727,89.49057519565788,0.6834390815005553,1.1251254921983085,0.8091311853404566,0.284653954637301,0.9954214407580046,0.201401907653188,0.1693311435052802,1.4559316248636835,67,67,67.0,67.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/high/HIGH_direct_exp_rank_5_b_d_from_e_predictions.csv,methodologie_2
HIGH,HIGH_direct_exp_rank_3,exponential,log_gap,3,u_r_x_tau_r + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p,0.8765113709516559,0.9023500817940008,0.9687209904734362,0.3131497057221025,0.7462871934287949,0.6613072767537209,-14.60251080760801,10.612579179832933,0.9973691914701708,0.2141236083858069,1.2845566582051862,67.0,0.4095626525547702,0.9182749067124796,94.43209617333324,0.6465522814867215,94.4320961733332,0.6475139300298642,1.191204505275099,0.7860532460517418,0.3996144705222039,0.990976462931905,0.2173111224115339,0.1616427375764588,2.7515171113265477,67,67,67.0,67.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/high/HIGH_direct_exp_rank_3_b_d_from_e_predictions.csv,methodologie_2
LOW_1,LOW_1_poly_rank_5,polynomial,log,5,,,,,,,,,,,,,,,,,,,,3.876541783359663,0.9038662503950674,0.1038035229037289,0.9714203769048018,0.0470359969961838,,,161,161,,,,methodologie_1
LOW_1,LOW_1_poly_rank_4,polynomial,log,4,,,,,,,,,,,,,,,,,,,,3.508399688942523,0.920821095536968,0.1042813577098428,0.9711027307715264,0.0469428862643745,,,162,162,,,,methodologie_1
LOW_1,LOW_1_poly_rank_3,polynomial,log,3,,,,,,,,,,,,,,,,,,,,3.012066370683202,0.9424639946091592,0.1060552330709855,0.9703836355637594,0.0481731910931778,,,159,159,,,,methodologie_1
LOW_1,LOW_1_poly_rank_2,polynomial,log,2,,,,,,,,,,,,,,,,,,,,3.2095925436929535,0.9330895385885658,0.1070603556305917,0.9697825133300688,0.0502396867386023,,,160,160,,,,methodologie_1
LOW_1,LOW_1_poly_rank_1,polynomial,log,1,,,,,,,,,,,,,,,,,,,,2.9406232620961066,0.9435180697765948,0.1075208812278183,0.9694637194434282,0.0498919564704684,,,161,161,,,,methodologie_1
LOW_1,LOW_1_exp_log_rank_4,exponential,log,4,,,,,,,,,,,,,,,,,,,,4.274027938409801,0.8836548685213721,0.1217843363757722,0.9569823723211962,0.062008587561358,,,160,160,,,,methodologie_1
LOW_1,LOW_1_exp_log_rank_3,exponential,log,3,,,,,,,,,,,,,,,,,,,,4.2337425718732815,0.886358772286463,0.1235850913692454,0.9557880311363208,0.0632841619470609,,,159,159,,,,methodologie_1
LOW_1,LOW_1_exp_log_rank_1,exponential,log,1,,,,,,,,,,,,,,,,,,,,1.0923829461366297,0.9904752074360644,0.1326985620516977,0.9540492943229356,0.0617613737107767,,,157,157,,,,methodologie_1
LOW_1,LOW_1_exp_log_rank_2,exponential,log,2,,,,,,,,,,,,,,,,,,,,1.6507335031209829,0.978808906219982,0.1425306284744228,0.9468074127736446,0.0676798642110746,,,157,157,,,,methodologie_1
LOW_1,LOW_1_exp_d_rank_2,exponential,d,2,,,,,,,,,,,,,,,,,,,,5.132022371524844,0.8289155631822831,0.2926247056349886,0.7710037771032183,0.0994118205268776,,,153,153,,,,methodologie_1
LOW_1,LOW_1_exp_d_rank_4,exponential,d,4,,,,,,,,,,,,,,,,,,,,5.391817588002422,0.82168259288515,0.3412798823756998,0.6869253543953902,0.1036584603100136,,,152,152,,,,methodologie_1
LOW_1,LOW_1_exp_d_rank_3,exponential,d,3,,,,,,,,,,,,,,,,,,,,5.461986499848024,0.8132131861160584,0.3597585817368113,0.6613422564617067,0.1106988772201877,,,157,157,,,,methodologie_1
LOW_1,LOW_1_exp_d_rank_5,exponential,d,5,,,,,,,,,,,,,,,,,,,,5.658093140957362,0.803082882566079,0.3672262743928545,0.6388973689832058,0.1088522591930446,,,153,153,,,,methodologie_1
LOW_1,LOW_1_exp_d_rank_1,exponential,d,1,,,,,,,,,,,,,,,,,,,,5.662233274861665,0.7927029012949506,0.4841973489867341,0.3364803506788715,0.1315743658490381,,,157,157,,,,methodologie_1
LOW_1,LOW_1_direct_poly_rank_3,polynomial,log_gap,3,delta_peak_mm + tau_r_MPa + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_r + sigma_n_div_tau_r,0.9845820643298874,0.9331841546617344,0.9795446704227988,0.791983950807739,0.9809551832686648,0.2059823235364774,0.8877248967416282,4.41283404481533,0.9990107577279408,0.0157026774270058,1.388465641871245,163.0,0.2096831720594612,0.9804871412226238,1.7476716039425195,0.9518690875856916,1.7476716039425195,0.94863972395202,6.054264159382187,0.7633110072724336,0.0121926979527869,0.9996031951852524,0.0054351412374267,0.0018134028781336,0.1032971147966109,163,163,163.0,163.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_1_direct_poly_rank_3_b_d_from_e_predictions.csv,methodologie_2
LOW_1,LOW_1_direct_poly_rank_4,polynomial,log_gap,4,delta_peak_mm + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_r,0.966947054546206,0.9266413779274908,0.94032080940027,1.3527719903604016,0.979897617106536,0.2116241975358321,0.8628958545037452,4.876420593707979,0.9982660416580578,0.0207893880540471,1.3882336258457897,163.0,0.2532643541943967,0.9715329880440952,2.6313851856703145,0.8908878067581412,2.631385185670315,0.8835668786649384,6.468303845385767,0.7298306026054542,0.0200419653581742,0.99892784415652,0.0087188684673843,0.0012831628999018,0.0959083148884192,163,163,163.0,163.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_1_direct_poly_rank_4_b_d_from_e_predictions.csv,methodologie_2
LOW_1,LOW_1_direct_poly_rank_5,polynomial,log_gap,5,delta_peak_mm + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_r + sigma_n_div_tau_p,0.9823402207811924,0.9167033231734252,0.9658862050256388,1.0227704168328802,0.9809003628271752,0.2062785702193054,0.8780538465877535,4.598963008671285,0.998016202052114,0.0222367387868047,1.387978715927107,163.0,0.2430082209949971,0.9737918915220936,2.198829457478047,0.923811832504578,2.1988294574780474,0.9186999556444866,6.279462578903262,0.745375445275754,0.0206683770901657,0.998859776320923,0.0083635896991169,0.0012609010262697,0.1121926495551315,163,163,163.0,163.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_1_direct_poly_rank_5_b_d_from_e_predictions.csv,methodologie_2
LOW_1,LOW_1_direct_poly_rank_1,polynomial,log_gap,1,delta_peak_mm + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_r + sigma_n_div_u_p,0.9836555730635166,0.9307804388016668,0.9705226836407812,0.9507298102623016,0.9799588718803728,0.2113015272704671,0.8774821998411535,4.609729680680462,0.9980562091293153,0.0220113736007404,1.3971282650005274,163.0,0.2297482241233536,0.9765740036243634,2.101283460436977,0.9304217151201106,2.101283460436977,0.9257533310896938,5.727470308232485,0.788173143174005,0.0208449140376476,0.998840214914308,0.0083170859733982,0.0014490641008411,0.1163033992704164,163,163,163.0,163.0,/Users/hariderarako/Desktop/python/results/methodologie_2/evaluations/low/LOW_1_direct_poly_rank_1_b_d_from_e_predictions.csv,methodologie_2
