sample_id,tau_peak_MPa_csds,tau_r_MPa,delta_peak_mm,u_r_mm,CSDS_a,CSDS_b,CSDS_c,CSDS_d,CSDS_e,tau_peak_estimated,u_r_estimated,tau_r_estimated
213,0.036,0.032,0.61,4.25,0.032,-0.023359656128209012,1.1764705882352942,0.008640343871790988,,0,0,0
214,0.041,0.0365,0.8,4.25,0.0365,-0.024336192472570878,1.1764705882352942,0.012163807527429122,,0,0,0
215,0.053,0.0412499999999999,0.85,4.25,0.0412499999999999,-0.00855466841144556,1.1764705882352942,0.03269533158855434,,0,0,0
216,0.072,0.06875,1.18,4.75,0.06875,-0.05589145694719392,1.0526315789473684,0.012858543052806086,,0,0,0
217,0.082,0.07425,1.07,4.75,0.07425,-0.04880385007537277,1.0526315789473684,0.02544614992462722,,0,0,0
218,0.091,0.0815,0.99,4.75,0.0815,-0.05300887632984403,1.0526315789473684,0.028491123670155973,,0,0,0
219,0.123,0.109,1.33,4.75,0.109,-0.049248914717419684,1.0526315789473684,0.059751085282580316,,0,0,0
220,0.057,0.045,0.57,3.0,0.045,-0.013187477229432622,1.6666666666666667,0.03181252277056738,,0,0,0
221,0.052,0.0426666666666666,0.74,3.0,0.0426666666666666,-0.00964173646183835,1.6666666666666667,0.03302493020482825,,0,0,0
222,0.042,0.037,1.17,3.75,0.037,-0.012019500417179863,1.3333333333333333,0.024980499582820136,,0,0,0
223,0.036,0.0356666666666666,2.7,4.333333333333333,0.0356666666666666,-0.0227353141217229,1.153846153846154,0.012931352544943698,,0,0,0
224,0.022,0.02125,0.75,3.5,0.02125,-0.018642314728227357,1.4285714285714286,0.0026076852717726445,,0,0,0
225,0.021,0.02,1.15,3.5,0.02,-0.014133387481385758,1.4285714285714286,0.005866612518614243,,0,0,0
226,0.02,0.01925,1.1,3.5,0.01925,-0.015015520306926563,1.4285714285714286,0.0042344796930734365,,0,0,0
227,0.019,0.01875,1.25,3.5,0.01875,-0.016505589926276036,1.4285714285714286,0.002244410073723963,,0,0,0
228,0.059,0.0456666666666666,0.7,3.0,0.0456666666666666,-0.0018616194950953902,1.6666666666666667,0.04380504717157121,,0,0,0
229,0.039,0.03775,0.8,3.75,0.03775,-0.033378821891174526,1.3333333333333333,0.004371178108825476,,0,0,0
230,0.031,0.03025,1.1,3.75,0.03025,-0.026115404918346623,1.3333333333333333,0.004134595081653377,,0,0,0
231,0.025,0.026,1.9,3.75,0.026,-0.03638887172315947,1.3333333333333333,-0.010388871723159472,,0,0,0
232,0.103,0.1169999999999999,0.6,3.0,0.1169999999999999,-0.15291301584844436,1.6666666666666667,-0.035913015848444446,,0,0,0
233,0.413,0.429,1.16,3.0,0.429,-0.5196190490480392,1.6666666666666667,-0.09061904904803923,,0,0,0
234,0.523,0.4803333333333333,0.99,3.0,0.4803333333333333,-0.2413166759538866,1.6666666666666667,0.2390166573794467,,0,0,0
235,0.929,0.87,1.49,3.0,0.87,-0.09287945219211358,1.6666666666666667,0.7771205478078864,,0,0,0
236,1.278,1.2245,2.48,3.5,1.2245,3.317594070151273,1.4285714285714286,4.542094070151273,1.8839170379521932,0,0,0
237,0.191,0.21,0.84,2.5,0.21,-0.30435346878296776,2.0,-0.09435346878296777,,0,0,0
238,0.606,0.5299999999999999,1.16,3.0,0.5299999999999999,0.5370001131349834,1.6666666666666667,1.0670001131349833,5.5609590346538385,0,0,0
239,0.785,0.745,2.0,3.5,0.745,0.7275341919323931,1.4285714285714286,1.472534191932393,3.357886611572788,0,0,0
240,1.067,0.9266666666666667,1.84,3.0,0.9266666666666667,9.08965654542148,1.6666666666666667,10.016323212088148,1.9382749836801252,0,0,0
241,1.53,1.435,2.5,3.5,1.435,8.578384679853926,1.4285714285714286,10.013384679853926,1.6907166792654658,0,0,0
242,0.381,0.236,1.28,13.0,0.236,0.23774145649450767,0.38461538461538464,0.47374145649450766,5.7255603980569285,0,0,0
243,1.479,1.139,1.94,13.0,1.139,-0.40579846786977214,0.38461538461538464,0.7332015321302279,,0,0,0
244,30.401,2.493,2.29,13.0,2.493,189.63463249578842,0.38461538461538464,192.12763249578842,0.5818587113373608,0,0,0
245,5.488,4.171,3.95,13.0,4.171,7.676331942628964,0.38461538461538464,11.847331942628964,0.8822563454543575,0,0,0
246,0.306,0.104,0.34,13.0,0.104,0.23604459122442806,0.38461538461538464,0.34004459122442804,12.346525356252402,0,0,0
247,1.422,0.768,0.55,13.0,0.768,0.8109987951462916,0.38461538461538464,1.5789987951462916,11.81945555420278,0,0,0
248,2.417,1.547,1.07,13.0,1.547,-0.21831950280327828,0.38461538461538464,1.3286804971967217,,0,0,0
249,4.482,3.316,1.08,13.0,3.316,-1.515715798196248,0.38461538461538464,1.800284201803752,,0,0,0
250,0.367,0.136,0.1,15.0,0.136,0.23972182751197718,0.3333333333333333,0.3757218275119772,60.76408425103268,0,0,0
251,1.297,0.843,0.67,15.0,0.843,-0.2682908292319337,0.3333333333333333,0.5747091707680663,,0,0,0
252,3.232,2.23,0.78,15.0,2.23,-0.9109888721672907,0.3333333333333333,1.3190111278327092,,0,0,0
253,4.233,3.386,2.08,15.0,3.386,-1.646046755945551,0.3333333333333333,1.7399532440544492,,0,0,0
254,0.464,0.223,0.42,15.0,0.223,0.27983101875648475,0.3333333333333333,0.5028310187564847,12.854708002937624,0,0,0
255,1.532,0.812,1.34,15.0,0.812,1.1911922360092568,0.3333333333333333,2.003192236009257,2.8828910288715757,0,0,0
256,2.845,1.821,1.56,15.0,1.821,-0.07796554135369083,0.3333333333333333,1.7430344586463091,,0,0,0
257,4.37,3.015,1.9,15.0,3.015,-0.4240721266033014,0.3333333333333333,2.5909278733966987,,0,0,0
258,55.263,3.813,2.09,15.0,3.813,189.55120769450565,0.3333333333333333,193.36420769450564,0.7194003929172654,0,0,0
259,2.088,768.6251311048501,0.65,4.008836390935984,768.6251311048501,-2481.3022229894555,1.247244714527399,-1712.6770918846053,,0,1,1
260,3.886,3112.17822692454,0.67,4.132185202964783,3112.17822692454,-10057.117875064507,1.2100135290191185,-6944.939648139966,,0,1,1
261,2.257,1574.9279647148398,0.67,4.132185202964783,1574.9279647148398,-5088.783946310992,1.2100135290191185,-3513.8559815961526,,0,1,1
262,3.4,1380.4308032101858,0.48,2.9603714886911874,1380.4308032101858,-4457.141758532273,1.6889772175891866,-3076.7109553220876,,0,1,1
263,4.0,2557.4296985788706,0.2,1.233488120287995,2557.4296985788706,-8262.613061470678,4.053545322214047,-5705.183362891807,,0,1,1
264,3.9,2593.7568249791384,0.31,1.911906586446392,2593.7568249791384,-8380.332487161984,2.615190530460676,-5786.575662182846,,0,1,1
265,4.3,2557.4296985788706,0.35,2.1586042105039907,2557.4296985788706,-8261.93821073162,2.3163116126937418,-5704.508512152749,,0,1,1
266,3.3,2964.2935142618726,0.31,1.911906586446392,2964.2935142618726,-9580.125838178636,2.615190530460676,-6615.832323916763,,0,1,1
267,3.5,1889.0105728139383,0.35,2.1586042105039907,1889.0105728139383,-6101.839464515282,2.3163116126937418,-4212.828891701343,,0,1,1
268,1.707,632.0919993646639,0.28,1.726883368403193,632.0919993646639,-2040.5639720369645,2.8953895158671763,-1408.4719726723006,,0,1,1
269,2.2,777.4005049657362,0.5,3.083720300719987,777.4005049657362,-2509.432869102264,1.621418128885619,-1732.0323641365273,,0,1,1
270,2.1,777.4005049657362,0.52,3.207069112748787,777.4005049657362,-2509.6578193486157,1.5590558931592489,-1732.2573143828797,,0,1,1
271,5.5,2702.7382041799424,0.53,3.2687435187631864,2702.7382041799424,-8729.216709555203,1.529639744231716,-6026.478505375261,,0,1,1
272,4.6,1780.029193613134,0.31,1.911906586446392,1780.029193613134,-5746.881585470538,2.615190530460676,-3966.852391857404,,0,1,1
273,5.0,2259.5472620966725,0.24,1.4801857443455937,2259.5472620966725,-7296.908860358526,3.3779544351783732,-5037.361598261853,,0,1,1
274,2.1,741.0733785654681,0.37,2.2819530225327904,741.0733785654681,-2392.163343903662,2.191105579575161,-1651.0899653381937,,0,1,1
275,4.9,2259.5472620966725,0.74,4.563906045065581,2259.5472620966725,-7297.133810604879,1.0955527897875805,-5037.586548508206,,0,1,1
276,5.7,1551.3695887375816,0.38,2.3436274285471903,1551.3695887375816,-5004.842983527391,2.133444906428446,-3453.47339478981,,0,1,1
277,5.6,1551.3695887375816,0.65,4.008836390935984,1551.3695887375816,-5005.067933773744,1.247244714527399,-3453.6983450361627,,0,1,1
278,4.8,1477.1736518849143,0.45,2.7753482706479886,1477.1736518849143,-4766.892246078198,1.8015756987617988,-3289.7185941932835,,0,1,1
279,2.4,755.449538863518,0.62,3.823813172892784,755.449538863518,-2437.9859615996374,1.307595265230338,-1682.5364227361197,,0,1,1
280,2.9,755.449538863518,0.38,2.3436274285471903,755.449538863518,-2436.861210367874,2.133444906428446,-1681.4116715043558,,0,1,1
281,2.8,755.449538863518,0.23,1.4185113383311942,755.449538863518,-2437.086160614227,3.524822019316563,-1681.6366217507089,,0,1,1
282,3.0,755.449538863518,0.56,3.453766736806386,755.449538863518,-2436.6362601215214,1.4476947579335881,-1681.1867212580032,,0,1,1
283,2.4,1787.447569632431,0.3,1.850232180431992,1787.447569632431,-5775.824081504563,2.702363548142699,-3988.376511872132,,0,1,1
284,2.655,1.3036485066778338,0.27,1.6652089623887931,1.3036485066778338,4.039576256243766,3.002626164602998,5.3432247629216,9.210484159727182,0,1,1
285,2.417,0.6555920235894309,0.5,3.083720300719987,0.6555920235894309,6.810524820197793,1.621418128885619,7.4661168437872245,3.5487704187497733,0,1,1
286,5.477,2.848434309388562,0.88,5.4273477292671775,2.848434309388562,7.582355340643618,0.9212603005031926,10.43078965003218,3.0034233451577337,0,1,1
287,3.214,1.959240530267265,0.29,1.7885577744175924,1.959240530267265,3.2074131645350805,2.7955484980786536,5.166653694802346,11.751349681004141,0,1,1
288,3.179,1.959240530267265,0.44,2.7136738646335887,1.959240530267265,3.0871983095621482,1.8425206010063853,5.046438839829413,7.9509258481979845,0,1,1
289,5.856,2.848434309388562,0.44,2.7136738646335887,2.848434309388562,9.040386352455938,1.8425206010063853,11.8888206618445,5.600884329495972,0,1,1
290,5.976,288.61120118937015,0.39,2.40530183456159,288.61120118937015,-920.0252943789949,2.078741190878999,-631.4140931896247,,0,1,1
291,4.293,1.959240530267265,0.42,2.590325052604789,1.959240530267265,7.268748461107697,1.9302596772447846,9.227988991374962,5.54850535441933,0,1,1
292,1.816,0.6555920235894309,0.27,1.6652089623887931,0.6555920235894309,4.033031650180153,3.002626164602998,4.688623673769584,7.419622078901622,0,1,1
293,3.752,1.3488617496840016,0.55,3.392092330791986,1.3488617496840016,8.36664276217582,1.4740164808051082,9.715504511859821,3.6345095013819795,0,1,1
294,0.023,0.0290617011202144,2.45,15.11022947352794,0.0290617011202144,-0.042257023694839,0.3309016589562487,-0.0131953225746246,,0,1,1
295,0.0307,0.0217962758401608,1.2,7.400928721727968,0.0217962758401608,-0.001436959636689123,0.6755908870356747,0.020359316203471676,,0,1,1
296,0.131,0.0508579769603752,2.0,12.334881202879949,0.0508579769603752,0.2699808132659932,0.4053545322214048,0.3208387902263684,1.042582213973004,0,1,1
297,0.046,0.0145308505601072,1.8,11.101393082591954,0.0145308505601072,0.11527090920327965,0.4503939246904497,0.12980175976338684,1.045364302083872,0,1,1
298,0.059,15.309299121778524,0.7,4.317208421007981,15.309299121778524,-49.3828410845771,1.1581558063468709,-34.07354196279858,,0,1,1
299,0.04,15.309299121778524,0.8,4.93395248115198,15.309299121778524,-49.42558163138412,1.0133863305535118,-34.1162825096056,,0,1,1
300,0.031,15.309299121778524,1.1,6.784184661583972,15.309299121778524,-49.44582715355586,0.7370082404025541,-34.13652803177734,,0,1,1
301,0.026,15.309299121778524,1.7,10.484649022447956,15.309299121778524,-49.4570746658735,0.4768876849663586,-34.147775544094976,,0,1,1
302,0.055,0.0153092991217785,0.75,4.625580451079981,0.0153092991217785,0.1521193466172038,1.0809454192570793,0.1674286457389823,2.3876717498115547,0,1,1
303,0.041,0.0153092991217785,0.91,5.612370947310377,0.0153092991217785,0.08802795511740229,0.8908890818052851,0.10333725423918079,2.241375730356297,0,1,1
304,0.046,0.0153092991217785,1.87,11.533113924692753,0.0153092991217785,0.11020656840885684,0.4335342590603259,0.12551586753063534,1.0296715482426024,0,1,1
305,0.042,0.0153092991217785,2.17,13.383346105124744,0.0153092991217785,0.09239202505640443,0.373598647208668,0.10770132417818293,0.927842844938666,0,1,1
306,0.184,210.06226146291291,0.33,2.035255398475192,210.06226146291291,-679.0000080073228,2.4566941346751796,-468.9377465444099,,0,1,1
307,0.308,350.10376910485485,0.65,4.008836390935984,350.10376910485485,-1131.6636806755866,1.247244714527399,-781.5599115707319,,0,1,1
308,0.777,700.2075382097097,1.96,12.088183578822347,700.2075382097097,-2262.9651914545457,0.41362707369531104,-1562.7576532448359,,0,1,1
309,303.0,1050.3113073145646,2.71,16.71376402990233,1050.3113073145646,-2715.4703358543347,0.29915463632576,-1665.15902853977,,0,1,1
310,0.229,0.3967941762655534,1.25,7.709300751799968,0.3967941762655534,-0.7682333685523044,0.6485672515542477,-0.371439192286751,,0,1,1
311,1.14,0.7935883525311068,1.45,8.942788872087963,0.7935883525311068,-0.002306056979095361,0.5591096996157306,0.7912822955520115,,0,1,1
312,0.77,1.1822846884647102,1.55,9.55953293223196,1.1822846884647102,-2.0918001882719146,0.5230381060921352,-0.9095154998072046,,0,1,1
313,0.57,1.5790788647302636,1.55,9.55953293223196,1.5790788647302636,-3.8250701136773655,0.5230381060921352,-2.2459912489471017,,0,1,1
314,3.8,2.3726672172613705,1.8,11.101393082591954,2.3726672172613705,3.569133235348012,0.4503939246904497,5.941800452609383,2.0105452090488574,0,1,1
315,0.233,0.311715644734805,0.25,1.5418601503599936,0.311715644734805,-0.4840619986121491,3.242836257771238,-0.1723463538773441,,0,1,1
316,1.23,0.5909609098097346,1.1,6.784184661583972,0.5909609098097346,1.9346109444361184,0.7370082404025541,2.525571854245853,2.214689887932559,0,1,1
317,0.94,0.7727950359050375,0.75,4.625580451079981,0.7727950359050375,-0.3849537809732941,1.0809454192570793,0.38784125493174343,,0,1,1
318,0.62,1.1689336677555189,0.9,5.550696541295977,1.1689336677555189,-2.3860437449155727,0.9007878493808994,-1.2171100771600538,,0,1,1
319,0.43,1.6884597423135277,1.2,7.400928721727968,1.6884597423135277,-4.493776000675689,0.6755908870356747,-2.805316258362162,,0,1,1
320,3.7,1.9806931592524069,1.3,8.017672781871967,1.9806931592524069,4.8647856204592905,0.6236223572636995,6.845478779711698,2.1054621119382433,0,1,1
321,2.94,0.5553062574145964,1.5,9.25116090215996,0.5553062574145964,10.298244960330097,0.5404727096285398,10.853551217744693,1.0660517455910414,0,1,1
322,1.47,1.1106125148291928,1.7,10.484649022447956,1.1106125148291928,-0.28533589617734123,0.4768876849663586,0.8252766186518515,,0,1,1
323,7.35,2.2212250296583855,1.7,10.484649022447956,2.2212250296583855,19.095080709473706,0.4768876849663586,21.31630573913209,1.0868173428360328,0,1,1
324,3.675,4.442450059316771,2.2,13.568369323167945,4.442450059316771,-6.101496516786723,0.36850412020127704,-1.6590464574699517,,0,1,1
325,2.45,6.663675088975157,2.4,14.801857443455935,6.663675088975157,-16.04134606973197,0.33779544351783736,-9.377670980756813,,0,1,1
326,0.021,0.0202072594216368,0.05,0.3083720300719987,0.0202072594216368,-0.018117705533265246,16.214181288856192,0.0020895538883715548,,0,1,1
327,0.08,0.0796743371481683,0.1,0.6167440601439975,0.0796743371481683,-0.07773413157189436,8.107090644428094,0.0019402055762739265,,0,1,1
328,0.199,0.1991858428704208,0.75,4.625580451079981,0.1991858428704208,-0.19658483139326324,1.0809454192570793,0.0026010114771575434,,0,1,1
329,0.024,0.0202072594216368,1.2,7.400928721727968,0.0202072594216368,-0.011369198142683808,0.6755908870356747,0.008838061278952992,,0,1,1
330,0.025,0.0202072594216368,1.1,6.784184661583972,0.0202072594216368,-0.00911969567915666,0.7370082404025541,0.01108756374248014,,0,1,1
331,0.047,0.0398371685740841,1.25,7.709300751799968,0.0398371685740841,-0.023120548541257002,0.6485672515542477,0.016716620032827097,,0,1,1
332,0.05,0.0398371685740841,1.2,7.400928721727968,0.0398371685740841,-0.01637204115067556,0.6755908870356747,0.02346512742340854,,0,1,1
333,0.093,0.0796743371481683,1.6,9.86790496230396,0.0796743371481683,-0.04849059954604147,0.5066931652767559,0.03118373760212682,,0,1,1
334,0.1,0.0796743371481683,2.5,15.418601503599936,0.0796743371481683,-0.03274408230135143,0.32428362577712383,0.046930254846816864,,0,1,1
335,0.233,0.1991858428704208,1.8,11.101393082591954,0.1991858428704208,-0.12010174763334028,0.4503939246904497,0.07908409523708052,,0,1,1
336,0.251,0.1991858428704208,4.0,24.669762405759897,0.1991858428704208,-0.07961070328985166,0.2026772661107024,0.11957513958056913,,0,1,1
337,0.045,0.0153092991217785,1.13,6.96920787962717,0.0153092991217785,0.10570140051878754,0.7174416499493891,0.12101069964056604,1.7214892795631884,0,1,1
338,0.033,0.0153092991217785,1.74,10.731346646505555,0.0153092991217785,0.05461502100997771,0.4659247496797756,0.06992432013175622,1.3575644328983396,0,1,1
339,0.035,0.0153092991217785,2.13,13.136648481067144,0.0153092991217785,0.06269553074729914,0.3806145842454505,0.07800482986907764,1.0587141691088473,0,1,1
340,0.026,0.0153092991217785,3.5,21.58604210503991,0.0153092991217785,0.028156171384799873,0.23163116126937416,0.043465470506578376,0.9056806894541405,0,1,1
341,0.055,0.0153092991217785,1.13,6.96920787962717,0.0153092991217785,0.15211934661720375,0.7174416499493891,0.16742864573898225,1.5847378870430677,0,1,1
342,0.039,0.0153092991217785,1.22,7.524277533756768,0.0153092991217785,0.07941574571066023,0.6645156265924669,0.09472504483243874,1.7203720468882462,0,1,1
343,0.034,0.0153092991217785,1.45,8.942788872087963,0.0153092991217785,0.05863031986337569,0.5591096996157306,0.07393961898515419,1.5899493112347036,0,1,1
344,0.028,0.0153092991217785,2.17,13.383346105124744,0.0153092991217785,0.03538201080854839,0.373598647208668,0.050691309930326896,1.2970125014931315,0,1,1
345,0.062,0.0153092991217785,0.6,3.700464360863984,0.0153092991217785,0.18618618950348867,1.3511817740713494,0.20149548862526717,2.8668515426527703,0,1,1
346,0.05,0.0153092991217785,0.7,4.317208421007981,0.0153092991217785,0.12854472502465106,1.1581558063468709,0.14385402414642956,2.653397445435348,0,1,1
347,0.034,0.0153092991217785,0.9,5.550696541295977,0.0153092991217785,0.05863031986337568,0.9007878493808994,0.07393961898515418,2.5615850014336896,0,1,1
348,0.027,0.0153092991217785,1.8,11.101393082591954,0.0153092991217785,0.03173006226211799,0.4503939246904497,0.04703936138389649,1.6496793795249363,0,1,1
349,0.043,0.0153092991217785,1.13,6.96920787962717,0.0153092991217785,0.09679305687880131,0.7174416499493891,0.11210235600057981,1.7602497135487432,0,1,1
350,0.041,0.0153092991217785,1.37,8.449393623972766,0.0153092991217785,0.0880279551174023,0.591758441199131,0.1033372542391808,1.4887970179738905,0,1,1
351,0.032,0.0153092991217785,1.67,10.299625804404757,0.0153092991217785,0.05065198946016661,0.4854545296064728,0.06596128858194511,1.4531080368815947,0,1,1
352,0.03,0.0153092991217785,2.91,17.947252150190327,0.0153092991217785,0.04289369644195356,0.2785941802208967,0.05820299556373206,0.8891705485010013,0,1,1
353,0.037,0.0153092991217785,0.9,5.550696541295977,0.0153092991217785,0.07096739229019015,0.9007878493808994,0.08627669141196866,2.4103814122094493,0,1,1
354,0.032,0.0153092991217785,1.05,6.475812631511974,0.0153092991217785,0.05065198946016662,0.7721038708979138,0.06596128858194512,2.311133734849774,0,1,1
355,0.028,0.0153092991217785,1.15,7.09255669165597,0.0153092991217785,0.0353820108085484,0.7049644038633127,0.0506913099303269,2.447406198469648,0,1,1
356,0.024,0.0153092991217785,1.4,8.634416842015963,0.0153092991217785,0.021288831361217363,0.5790779031734354,0.036598130482995865,2.755250677663375,0,1,1
357,0.028,0.0153092991217785,0.75,4.625580451079981,0.0153092991217785,0.0353820108085484,1.0809454192570793,0.0506913099303269,3.7526895043201263,0,1,1
358,0.026,0.0153092991217785,1.15,7.09255669165597,0.0153092991217785,0.028156171384799873,0.7049644038633127,0.043465470506578376,2.756419489643037,0,1,1
359,0.024,0.0153092991217785,1.1,6.784184661583972,0.0153092991217785,0.021288831361217363,0.7370082404025541,0.036598130482995865,3.5066826806624776,0,1,1
360,0.022,0.0153092991217785,1.2,7.400928721727968,0.0153092991217785,-2.6507532327914654e-05,0.6755908870356747,0.015282791589450586,,0,1,1
361,4.334,1570.9810243983136,0.4,2.46697624057599,1570.9810243983136,-5071.345961298666,2.0267726611070236,-3500.364936900353,,0,1,1
362,4.702,785.4905121991568,0.5,3.083720300719987,785.4905121991568,-2529.970491904292,1.621418128885619,-1744.4799797051353,,0,1,1
