u_r_mm,delta_peak_mm,tau_peak_MPa_csds,tau_r_MPa,d_csds,tau_p_div_u_r,d_pred,Best_Model_Name,Best_Model_Degree
2.1675,0.24,5.34,3.634,7.185284821064535,2.463667820069204,-2.442076701094753,Model_147_deg2,2
3.8475,0.58,15.72,12.52,21.029190021060213,4.085769980506822,8.93963500993258,Model_147_deg2,2
1.7866666666666664,0.16,1.46,0.5153333333333333,2.3069559990331303,0.8171641791044777,3.479017696282659,Model_147_deg2,2
2.19,0.34,5.86,3.70375,10.11140264472491,2.675799086757991,-0.46519641109497023,Model_147_deg2,2
3.9025,0.72,15.23,13.1975,19.745395084347095,3.9026265214606024,19.45151409876178,Model_147_deg2,2
1.5766666666666669,0.13,0.83,0.5316666666666667,1.0427208983166083,0.5264270613107821,3.387732617755824,Model_147_deg2,2
2.195,0.33,4.91,4.2615,5.924419564940657,2.2369020501138954,2.404993672520626,Model_147_deg2,2
4.513333333333333,2.99,16.39,14.923333333333332,155.0246838057176,3.631462333825702,152.35392636879195,Model_147_deg2,2
1.5666666666666669,0.22,1.38,0.6789999999999999,2.6481572578488555,0.8808510638297871,3.419628511725247,Model_147_deg2,2
2.18,0.39,6.11,4.593,9.650943521426855,2.8027522935779814,0.4249310089022318,Model_147_deg2,2
4.13,2.78,17.18,15.5675,188.7817161184181,4.159806295399516,153.22251134395694,Model_147_deg2,2
1.57,0.3,0.69,0.4403333333333333,1.4299397835360212,0.43949044585987257,3.5803447477197574,Model_147_deg2,2
2.2025,0.38,4.61,3.49275,7.034502760595067,2.0930760499432464,4.716939933402665,Model_147_deg2,2
3.89,0.58,14.25,12.71,16.580375185655917,3.663239074550128,12.757802878704343,Model_147_deg2,2
1.5933333333333335,0.29,0.81,0.6846666666666668,1.087382853949383,0.5083682008368201,3.745659672232454,Model_147_deg2,2
2.1925,0.42,4.74,4.255,5.8557301765707,2.1619156214367163,5.566064410583667,Model_147_deg2,2
4.18,2.48,15.4,14.19,76.53454554337887,3.68421052631579,122.69358991833255,Model_147_deg2,2
1.85,1.18,0.63,0.575,4.814497230710774,0.3405405405405405,2.975510125351838,Model_147_deg2,2
2.6033333333333335,0.99,4.93,4.496666666666667,9.455876145186672,1.8937259923175414,22.7512775250823,Model_147_deg2,2
4.2125,1.92,17.14,16.56,25.71881265970457,4.068842729970326,96.75036502090468,Model_147_deg2,2
1.7400000000000002,0.42,0.83,0.4525,3.0411372580129137,0.4770114942528735,4.085808553963896,Model_147_deg2,2
2.5733333333333337,1.23,4.22,4.026666666666666,7.74122003841179,1.6398963730569944,25.716979416598416,Model_147_deg2,2
4.84,1.79,15.01,14.9025,15.792604092393107,3.1012396694214877,78.32537005404636,Model_147_deg2,2
1.5733333333333333,0.33,0.58,0.4766666666666666,0.8865267528928155,0.3686440677966102,3.389560287677792,Model_147_deg2,2
2.1725,0.43,4.53,3.8975,6.138786714707432,2.085155350978136,6.083241932122705,Model_147_deg2,2
4.496666666666667,3.33,14.77,14.159999999999998,85.84575820940591,3.2846553002223864,156.9099667085621,Model_147_deg2,2
1.5599999999999998,0.13,0.68,0.5633333333333334,0.7585316073088083,0.43589743589743596,3.4315105239806867,Model_147_deg2,2
3.1775,1.84,4.39,3.69,51.88152690534491,1.3815892997639652,34.69100754105969,Model_147_deg2,2
