sample_id,log_e_minus_c_csds,tau_r_div_tau_p,u_p_div_u_r,u_r_mm,u_r_x_u_p,tau_p_div_u_p,tau_r_MPa,tau_r_div_u_p,tau_p_div_u_r,tau_p_x_tau_r,tau_r_div_u_r
168,0.2680663171589732,0.9313087490961676,0.4330299089726919,2.563333333333333,2.8453,4.153153153153153,4.293333333333333,3.8678678678678673,1.7984395318595583,19.792266666666666,1.6749024707412223
169,-0.9738430009189786,0.9941802127232591,0.863103953147877,4.553333333333334,17.8946,4.226463104325699,16.513333333333332,4.20186598812553,3.647877013177159,274.2864666666666,3.626647144948755
170,2.569258886318414,0.7153508771929824,0.12231759656652358,1.5533333333333337,0.2951333333333334,4.0,0.5436666666666666,2.8614035087719296,0.4892703862660943,0.41318666666666665,0.3499999999999999
171,2.2176731761289483,0.8536919831223628,0.14746543778801843,2.17,0.6944,14.8125,4.0465,12.6453125,2.184331797235023,19.180410000000002,1.864746543778802
172,-0.2090561277256828,0.9446383248730964,0.4552058111380145,4.13,7.764399999999999,8.382978723404255,14.8875,7.9188829787234045,3.8159806295399514,234.62699999999998,3.6047215496368037
173,2.2495656403297772,0.719341563786008,0.14680851063829786,1.5666666666666669,0.3603333333333334,3.5217391304347827,0.5826666666666666,2.5333333333333328,0.5170212765957446,0.47195999999999994,0.3719148936170212
174,2.504532140857114,0.8596525096525096,0.1238532110091743,2.18,0.5886000000000001,19.185185185185183,4.452999999999999,16.49259259259259,2.3761467889908254,23.066539999999996,2.042660550458715
175,-0.12283680439996102,0.949248120300752,0.4498480243161095,4.1125,7.608125,9.345945945945944,16.4125,8.871621621621623,4.2042553191489365,283.772125,3.990881458966566
176,0.2734194210673675,0.8385964912280702,0.4122621564482029,1.5766666666666669,1.0248333333333335,0.8769230769230768,0.478,0.7353846153846153,0.361522198731501,0.27246,0.30317124735729384
177,-0.2618920704303029,0.9515789473684211,0.5582278481012658,2.6333333333333333,3.871,2.585034013605442,3.616,2.4598639455782316,1.4430379746835442,13.7408,1.3731645569620254
178,-0.5035174186769265,0.9470416362308255,0.5099218280216476,4.1575,8.8139,6.4575471698113205,12.965,6.1155660377358485,3.292844257366206,177.49085,3.118460613349369
179,0.65546425135416,0.7257575757575757,0.3063829787234042,1.5666666666666669,0.7520000000000001,1.8333333333333335,0.6386666666666666,1.3305555555555555,0.5617021276595744,0.5620266666666666,0.40765957446808504
180,1.602460925287207,0.8532490974729242,0.17792985457656119,2.9225,1.5197,10.653846153846153,4.727,9.090384615384616,1.8956372968349018,26.18758,1.6174508126603937
181,0.7831110044469528,0.8374439461883408,0.22929936305732485,3.925,3.5324999999999998,19.822222222222223,14.94,16.599999999999998,4.545222929936306,266.5296,3.8063694267515924
182,2.240402894982028,0.6931818181818181,0.1476510067114094,1.49,0.3278,3.0,0.4575,2.0795454545454546,0.4429530201342282,0.30195000000000005,0.30704697986577184
183,-0.794125097102062,0.9513033175355451,0.6225806451612903,3.1,5.983,2.186528497409326,4.0145,2.0800518134715027,1.361290322580645,16.94119,1.295
184,-1.6346394357051064,0.9821428571428572,0.8378947368421052,4.75,18.905,3.798994974874372,14.85,3.7311557788944723,3.183157894736842,224.53199999999998,3.126315789473684
185,2.9292770458051596,0.4996941896024465,0.08297872340425531,1.5666666666666669,0.2036666666666667,8.384615384615385,0.5446666666666667,4.18974358974359,0.6957446808510638,0.5936866666666668,0.3476595744680851
186,2.1887825893027877,0.7391957364341085,0.1285878300803674,2.1775,0.6097000000000001,18.428571428571427,3.81425,13.622321428571427,2.369690011481056,19.68153,1.7516647531572902
187,0.9719138241831441,0.7277812305779988,0.18041237113402062,3.88,2.7159999999999997,22.985714285714288,11.71,16.72857142857143,4.146907216494846,188.4139,3.0180412371134024
188,-0.17257458501268447,0.9265625,0.5339805825242718,2.06,2.2660000000000005,0.5818181818181818,0.593,0.5390909090909091,0.3106796116504854,0.37951999999999997,0.2878640776699029
189,-2.49284838887718,0.9245302713987473,0.8077922077922077,3.85,11.9735,1.5401929260450162,4.4285,1.4239549839228296,1.2441558441558442,21.212515,1.15025974025974
190,-1.8343427882974594,0.8912919749573137,0.610344827586207,4.833333333333333,14.258333333333333,5.95593220338983,15.660000000000002,5.308474576271187,3.6351724137931036,275.1462,3.2400000000000007
191,3.3751238225018434,0.5063768115942029,0.06097560975609757,1.64,0.164,11.499999999999998,0.5823333333333333,5.823333333333332,0.7012195121951219,0.6696833333333332,0.3550813008130081
192,1.9809925579604528,0.5506422924901186,0.1262135922330097,2.06,0.5356000000000001,19.46153846153846,2.78625,10.716346153846153,2.4563106796116503,14.098424999999999,1.3525485436893203
193,1.7703419414270656,0.7867321089297024,0.1227621483375959,3.91,1.8768,32.895833333333336,12.4225,25.880208333333332,4.038363171355498,196.15127499999997,3.1771099744245523
194,0.7237882918383902,0.7314814814814815,0.3012820512820513,1.5599999999999998,0.7331999999999999,1.9148936170212767,0.6583333333333333,1.400709219858156,0.576923076923077,0.5925,0.42200854700854706
195,1.11029648692552,0.7341105354058721,0.224,2.1875,1.071875,11.816326530612246,4.2505,8.674489795918367,2.646857142857143,24.610394999999997,1.943085714285714
196,0.419767167956958,0.8530839520274128,0.2823834196891192,3.86,4.2074,16.06422018348624,14.9375,13.704128440366972,4.536269430051814,261.555625,3.869818652849741
197,3.13972932090561,0.6623737373737374,0.0675512665862485,2.0725,0.29015,7.07142857142857,0.65575,4.683928571428571,0.47768395657418583,0.6491925000000001,0.31640530759951757
198,1.9418309275855834,0.8146978021978022,0.13733905579399142,2.9125,1.165,13.649999999999999,4.44825,11.120624999999999,1.8746781115879827,24.287444999999998,1.5272961373390557
199,-1.0197620735704793,0.9537304800462697,0.6083476272155517,4.3725000000000005,11.630850000000002,6.499999999999999,16.490000000000002,6.199248120300752,3.9542595769010855,285.1121,3.7712978845054317
200,-0.7792235616319558,0.8862745098039215,0.5891891891891892,1.85,2.0165,0.4678899082568807,0.452,0.4146788990825688,0.2756756756756757,0.23052,0.24432432432432433
201,-0.33071149132913213,0.9041669126574086,0.16214181288856194,28.00018033053748,127.12081870064016,0.8215859030837004,3.372542584212134,0.7428507894740383,0.13321342776967754,12.57958383911126,0.12044717371102003
202,-2.0568009975038772,0.9890190336749634,0.9466666666666667,6.0,34.08,2.404929577464789,13.51,2.3785211267605635,2.276666666666667,184.5466,2.2516666666666665
203,-3.361329304746439,0.7541666666666665,0.544,15.0,122.4,0.0784313725490196,0.4826666666666666,0.05915032679738561,0.042666666666666665,0.3089066666666666,0.03217777777777777
204,-3.773599681119782,0.8055072463768116,0.642,15.0,144.45000000000002,0.11941848390446519,0.9263333333333332,0.09619245413637935,0.07666666666666666,1.0652833333333331,0.06175555555555555
205,-2.9451959740624045,0.832934131736527,0.5446666666666666,15.0,122.55,0.204406364749082,1.391,0.17025703794369645,0.11133333333333333,2.3229699999999998,0.09273333333333333
206,-2.6461259517696707,0.8450564971751413,0.512,15.0,115.19999999999999,0.3072916666666667,1.9943333333333333,0.25967881944444443,0.15733333333333333,4.706626666666667,0.13295555555555555
207,-4.07463090471671,0.8634146341463415,0.7228571428571429,17.5,221.375,0.22687747035573122,2.478,0.1958893280632411,0.164,7.111860000000001,0.1416
209,1.9548143251957932,0.9333333333333333,0.14666666666666667,3.75,2.0625,0.027272727272727268,0.014,0.025454545454545452,0.004,0.00021,0.0037333333333333333
210,1.4118593179299592,0.9117647058823529,0.19466666666666665,3.75,2.7375,0.023287671232876714,0.0155,0.021232876712328767,0.004533333333333334,0.0002635,0.0041333333333333335
211,0.703335409354935,0.6612903225806452,0.19466666666666665,3.75,2.7375,0.04246575342465753,0.0205,0.02808219178082192,0.008266666666666667,0.0006355,0.0054666666666666665
212,2.0845127850339837,0.953125,0.13176470588235295,4.25,2.3800000000000003,0.05714285714285714,0.0305,0.05446428571428571,0.0075294117647058826,0.000976,0.007176470588235294
213,1.6931897146598653,0.888888888888889,0.14352941176470588,4.25,2.5925,0.059016393442622946,0.032,0.05245901639344262,0.008470588235294117,0.001152,0.0075294117647058826
214,1.256006983486099,0.8902439024390243,0.18823529411764706,4.25,3.4000000000000004,0.05125,0.0365,0.04562499999999999,0.009647058823529411,0.0014965,0.008588235294117647
215,0.7994674113280658,0.7783018867924509,0.19999999999999998,4.25,3.6125,0.06235294117647059,0.0412499999999999,0.048529411764705765,0.012470588235294117,0.0021862499999999946,0.009705882352941153
216,1.0118869978097909,0.9548611111111113,0.24842105263157893,4.75,5.6049999999999995,0.06101694915254237,0.06875,0.058262711864406784,0.015157894736842105,0.00495,0.014473684210526317
217,0.8925637765215366,0.9054878048780487,0.22526315789473686,4.75,5.0825000000000005,0.07663551401869159,0.07425,0.06939252336448598,0.01726315789473684,0.0060885,0.01563157894736842
218,0.9885851453394738,0.8956043956043956,0.20842105263157895,4.75,4.7025,0.09191919191919191,0.0815,0.08232323232323233,0.019157894736842106,0.0074165,0.017157894736842105
219,0.3782881151700069,0.8861788617886179,0.28,4.75,6.317500000000001,0.09248120300751879,0.109,0.08195488721804511,0.025894736842105262,0.013407,0.022947368421052633
220,1.2771050197677356,0.7894736842105262,0.18999999999999997,3.0,1.71,0.1,0.045,0.07894736842105264,0.019,0.002565,0.015
221,0.8432818506354804,0.8205128205128194,0.24666666666666667,3.0,2.2199999999999998,0.07027027027027027,0.0426666666666666,0.057657657657657575,0.017333333333333333,0.002218666666666663,0.0142222222222222
222,0.35221357024762373,0.8809523809523808,0.312,3.75,4.387499999999999,0.0358974358974359,0.037,0.03162393162393162,0.0112,0.001554,0.009866666666666666
223,-0.1595364146926888,0.9907407407407389,0.6230769230769232,4.333333333333333,11.7,0.01333333333333333,0.0356666666666666,0.01320987654320985,0.008307692307692308,0.0012839999999999974,0.008230769230769215
224,1.650389239212367,0.965909090909091,0.21428571428571427,3.5,2.625,0.029333333333333333,0.02125,0.028333333333333335,0.006285714285714285,0.0004675,0.006071428571428572
225,0.780600651974438,0.9523809523809523,0.32857142857142857,3.5,4.0249999999999995,0.018260869565217393,0.02,0.017391304347826087,0.006,0.00042,0.005714285714285714
226,0.9655591966013914,0.9625,0.31428571428571433,3.5,3.8500000000000005,0.01818181818181818,0.01925,0.017499999999999998,0.005714285714285714,0.000385,0.0055
227,1.0952504639409617,0.9868421052631579,0.35714285714285715,3.5,4.375,0.0152,0.01875,0.015,0.0054285714285714284,0.00035624999999999996,0.005357142857142857
228,0.8162076442738474,0.7740112994350271,0.2333333333333333,3.0,2.0999999999999996,0.08428571428571428,0.0456666666666666,0.06523809523809515,0.019666666666666666,0.002694333333333329,0.0152222222222222
229,1.606687042811821,0.967948717948718,0.21333333333333335,3.75,3.0,0.048749999999999995,0.03775,0.04718749999999999,0.0104,0.00147225,0.010066666666666666
230,1.175977040040698,0.9758064516129032,0.29333333333333333,3.75,4.125,0.02818181818181818,0.03025,0.027499999999999997,0.008266666666666667,0.00093775,0.008066666666666666
234,0.6645536981816699,0.9184193753983427,0.33,3.0,2.9699999999999998,0.5282828282828284,0.4803333333333333,0.4851851851851851,0.17433333333333334,0.2512143333333333,0.1601111111111111
235,-0.2204056427866387,0.9364908503767492,0.49666666666666665,3.0,4.47,0.623489932885906,0.87,0.5838926174496645,0.3096666666666667,0.80823,0.29
236,-1.2868271660876796,0.9581377151799686,0.7085714285714285,3.5,8.68,0.5153225806451613,1.2245,0.49374999999999997,0.36514285714285716,1.564911,0.3498571428571428
238,0.009583631689257832,0.8745874587458745,0.38666666666666666,3.0,3.4799999999999995,0.5224137931034483,0.5299999999999999,0.4568965517241379,0.20199999999999999,0.32117999999999997,0.17666666666666664
239,-0.6567545902564785,0.9490445859872612,0.5714285714285714,3.5,7.0,0.3925,0.745,0.3725,0.22428571428571428,0.584825,0.21285714285714286
240,-1.5590736678950508,0.8684786004373635,0.6133333333333334,3.0,5.5200000000000005,0.579891304347826,0.9266666666666667,0.5036231884057971,0.35566666666666663,0.9887533333333334,0.30888888888888894
241,-1.6500905278667464,0.9379084967320261,0.7142857142857143,3.5,8.75,0.612,1.435,0.5740000000000001,0.43714285714285717,2.1955500000000003,0.41000000000000003
242,0.6665664177751015,0.6194225721784776,0.09846153846153846,13.0,16.64,0.29765625,0.236,0.18437499999999998,0.02930769230769231,0.089916,0.018153846153846152
243,0.20670432814689102,0.7701149425287356,0.14923076923076922,13.0,25.22,0.7623711340206186,1.139,0.5871134020618557,0.11376923076923078,1.684581,0.08761538461538462
244,-1.635429649568371,0.08200388145126805,0.17615384615384616,13.0,29.77,13.275545851528385,2.493,1.0886462882096068,2.3385384615384615,75.789693,0.19176923076923075
245,-1.321774081705955,0.7600218658892128,0.3038461538461539,13.0,51.35,1.389367088607595,4.171,1.0559493670886075,0.4221538461538462,22.890448000000003,0.3208461538461539
246,2.405263215929928,0.33986928104575165,0.026153846153846156,13.0,4.42,0.8999999999999999,0.104,0.30588235294117644,0.02353846153846154,0.031824,0.008
247,1.8633323948085723,0.5400843881856541,0.04230769230769231,13.0,7.15,2.585454545454545,0.768,1.3963636363636363,0.10938461538461539,1.092096,0.059076923076923075
248,0.9789411744166534,0.6400496483243691,0.08230769230769232,13.0,13.91,2.258878504672897,1.547,1.4457943925233643,0.1859230769230769,3.7390989999999995,0.119
249,1.09502568457601,0.7398482820169566,0.08307692307692308,13.0,14.040000000000001,4.15,3.316,3.07037037037037,0.3447692307692308,14.862312,0.2550769230769231
250,4.021133192172586,0.3705722070844687,0.006666666666666667,15.0,1.5,3.67,0.136,1.36,0.024466666666666668,0.049912000000000005,0.009066666666666667
251,1.736019837262966,0.6499614494988435,0.04466666666666667,15.0,10.05,1.935820895522388,0.843,1.2582089552238804,0.08646666666666666,1.0933709999999999,0.0562
252,1.5648802824036285,0.6899752475247525,0.052000000000000005,15.0,11.700000000000001,4.143589743589744,2.23,2.858974358974359,0.21546666666666667,7.20736,0.14866666666666667
253,0.2535763668502872,0.799905504370423,0.13866666666666666,15.0,31.200000000000003,2.0350961538461534,3.386,1.6278846153846154,0.28219999999999995,14.332937999999999,0.22573333333333334
254,2.2461930704223727,0.48060344827586204,0.028,15.0,6.3,1.1047619047619048,0.223,0.530952380952381,0.030933333333333334,0.10347200000000001,0.014866666666666667
255,0.5797669815215122,0.5300261096605744,0.08933333333333333,15.0,20.1,1.1432835820895522,0.812,0.6059701492537314,0.10213333333333334,1.2439840000000002,0.05413333333333334
256,0.45987837497136236,0.6400702987697715,0.10400000000000001,15.0,23.400000000000002,1.8237179487179487,1.821,1.1673076923076922,0.18966666666666668,5.180745,0.1214
257,0.1994085086826267,0.6899313501144165,0.12666666666666665,15.0,28.5,2.3000000000000003,3.015,1.586842105263158,0.29133333333333333,13.175550000000001,0.201
258,-0.9567482369011988,0.06899733999239999,0.13933333333333334,15.0,31.349999999999998,26.441626794258376,3.813,1.8244019138755982,3.6841999999999997,210.717819,0.25420000000000004
284,1.5914760866274256,0.49101638669598263,0.16214181288856191,1.6652089623887931,0.4496064198449742,9.833333333333332,1.3036485066778338,4.828327802510495,1.5943944934041918,3.4611867852296485,0.782873823119298
285,0.5874333466277056,0.2712420453410968,0.16214181288856191,3.083720300719987,1.5418601503599936,4.834,0.6555920235894309,1.3111840471788618,0.7837935235033082,1.5845659210156544,0.21259775844014234
286,0.4595507938028126,0.5200719936805847,0.16214181288856191,5.4273477292671775,4.776066001755116,6.223863636363637,2.848434309388562,3.2368571697597295,1.0091485331711973,15.600874712521154,0.5248298895661822
287,1.7257305594044463,0.6095956845884459,0.1621418128885619,1.7885577744175924,0.5186817545811018,11.082758620689656,1.959240530267265,6.756001828507811,1.7969785745649585,6.29699906427899,1.0954303843526956
288,1.320890622496813,0.6163071815876896,0.16214181288856191,2.7136738646335887,1.194016500438779,7.225,1.959240530267265,4.452819386971057,1.1714745981198598,6.228425645719636,0.721988207868822
289,1.0952876441233426,0.48641296266881184,0.16214181288856191,2.7136738646335887,1.194016500438779,13.309090909090909,2.848434309388562,6.473714339519459,2.1579601278986784,16.68043131577942,1.0496597791323643
291,1.0907097202574378,0.4563802772576904,0.16214181288856191,2.590325052604789,1.0879365220940114,10.221428571428572,1.959240530267265,4.664858405398251,1.6573209588823723,8.411019596437368,0.7563685987197184
292,1.368064620955159,0.36100882356246194,0.16214181288856191,1.6652089623887931,0.4496064198449742,6.725925925925925,0.6555920235894309,2.428118605886781,1.090553822983809,1.1905551148384066,0.39369955266693024
293,0.6539161581926938,0.35950473072601324,0.16214181288856191,3.392092330791986,1.8656507819355925,6.8218181818181804,1.3488617496840016,2.4524759085163663,1.106101967196153,5.060929284814374,0.3976488898723665
295,0.49481806135481393,0.7099764117316221,0.16214181288856194,7.400928721727968,8.88111446607356,0.025583333333333336,0.0217962758401608,0.018163563200134,0.0041481280463990435,0.0006691456682929365,0.002945073065785696
296,-0.5868273151717792,0.3882288317585893,0.16214181288856191,12.334881202879949,24.669762405759897,0.0655,0.0508579769603752,0.0254289884801876,0.010620288744200805,0.006662394981809152,0.004123102292099974
297,-0.6099360982443676,0.31588805565450434,0.1621418128885619,11.101393082591954,19.98250754866552,0.025555555555555554,0.0145308505601072,0.00807269475561511,0.004143624107152137,0.0006684191257649312,0.0013089213625714202
302,0.19556877622288021,0.27835089312324546,0.16214181288856191,4.625580451079981,3.4691853383099858,0.07333333333333333,0.0153092991217785,0.020412398829038,0.011890399611827873,0.0008420114516978175,0.0033097033515445797
303,0.17479207160972968,0.37339753955557314,0.1621418128885619,5.612370947310377,5.107257562052443,0.045054945054945054,0.0153092991217785,0.01682340562832802,0.007305290470803338,0.0006276812639929185,0.0027277774875367413
304,-0.6174051232745306,0.33281085047344566,0.1621418128885619,11.533113924692753,21.56692303917545,0.02459893048128342,0.0153092991217785,0.008186790974213102,0.0039885151833549985,0.000704227759601811,0.001327421130298628
305,-0.7098373043751501,0.36450712194710716,0.1621418128885619,13.383346105124744,29.041861048120694,0.01935483870967742,0.0153092991217785,0.0070549765538149775,0.003138228636552811,0.0006429905631146971,0.0011439066883218592
311,0.27805289797139493,0.6961301337992166,0.1621418128885619,8.942788872087963,12.967043864527545,0.786206896551724,0.7935883525311068,0.5473023120904185,0.12747701151238658,0.9046907218854617,0.08874058908044194
314,-0.07327792805623105,0.6243861098056238,0.1621418128885619,11.101393082591954,19.98250754866552,2.111111111111111,2.3726672172613705,1.3181484540340946,0.34229938276474176,9.016135425593207,0.2137269799933433
316,0.1688608770443047,0.4804560242355566,0.16214181288856191,6.784184661583972,7.46260312774237,1.1181818181818182,0.5909609098097346,0.5372371907361223,0.1813040271390283,0.7268819190659735,0.08710861205711298
317,1.2174116610869015,0.8221223786223804,0.16214181288856191,4.625580451079981,3.4691853383099858,1.2533333333333332,0.7727950359050375,1.0303933812067168,0.2032177388203309,0.7264273337507352,0.16706985081723208
320,0.09550643589485541,0.5353224754736234,0.1621418128885619,8.017672781871967,10.422974616433558,2.8461538461538463,1.9806931592524069,1.5236101225018515,0.4614805443751377,7.328564689233906,0.24704090739781406
321,-0.6803514787039306,0.18887967939271985,0.16214181288856194,9.25116090215996,13.87674135323994,1.96,0.5553062574145964,0.3702041716097309,0.3177979532615814,1.6326003967989133,0.060025575523710066
322,0.24165760762596006,0.7555187175708794,0.16214181288856191,10.484649022447956,17.823903338161525,0.8647058823529412,1.1106125148291928,0.6533014793112899,0.14020497938010942,1.6326003967989133,0.10592748621831187
323,-0.5779454740066583,0.30220748702835176,0.16214181288856191,10.484649022447956,17.823903338161525,4.323529411764706,2.2212250296583855,1.3066029586225798,0.701024896900547,16.326003967989134,0.21185497243662374
327,4.2425157343383155,0.9959292143521037,0.1621418128885619,0.6167440601439975,0.06167440601439975,0.7999999999999999,0.0796743371481683,0.796743371481683,0.1297134503108495,0.006373946971853464,0.12918541465898498
329,0.8005660633314552,0.8419691425682,0.16214181288856194,7.400928721727968,8.88111446607356,0.02,0.0202072594216368,0.016839382851364,0.0032428362577712386,0.00048497422611928323,0.0027303680634447203
330,0.7993616869095496,0.808290376865472,0.16214181288856191,6.784184661583972,7.46260312774237,0.022727272727272728,0.0202072594216368,0.018370235837851634,0.0036850412020127702,0.00050518148554092,0.002978583341939694
331,0.7755307426878978,0.8475993313634914,0.16214181288856191,7.709300751799968,9.63662593974996,0.0376,0.0398371685740841,0.03186973485926728,0.006096532164609927,0.0018723469229819526,0.0051674165863593935
332,0.6841546475819523,0.796743371481682,0.16214181288856194,7.400928721727968,8.88111446607356,0.04166666666666667,0.0398371685740841,0.033197640478403415,0.006755908870356748,0.001991858428704205,0.005382725610791036
333,0.5549820387984165,0.8567133026684763,0.1621418128885619,9.86790496230396,15.788647939686337,0.058124999999999996,0.0796743371481683,0.049796460717605184,0.009424492874147658,0.007409713354779651,0.008074088416186561
334,-0.04981452749850873,0.796743371481683,0.16214181288856191,15.418601503599936,38.54650375899984,0.04,0.0796743371481683,0.03186973485926732,0.006485672515542476,0.00796743371481683,0.0051674165863594005
335,0.43181223350718684,0.8548748621048102,0.1621418128885619,11.101393082591954,19.98250754866552,0.12944444444444445,0.1991858428704208,0.11065880159467821,0.020988356890574957,0.04641030138880805,0.01794241870263681
336,-0.5274136999651539,0.793569095101278,0.16214181288856191,24.669762405759897,98.67904962303959,0.06275,0.1991858428704208,0.0497964607176052,0.01017439875875726,0.04999564656047562,0.008074088416186564
337,-0.10041401921097132,0.34020664715063337,0.16214181288856191,6.96920787962717,7.875204903978702,0.03982300884955752,0.0153092991217785,0.013548052320157966,0.0064569748495445015,0.0006889184604800325,0.0021967057642995
338,-0.31784754783458585,0.4639181552054091,0.16214181288856191,10.731346646505555,18.672543164919666,0.01896551724137931,0.0153092991217785,0.00879844777113707,0.003075103347886519,0.0005052068710186906,0.0014265962722174912
339,-0.5652487705416036,0.43740854633652854,0.16214181288856191,13.136648481067144,27.981061264673016,0.01643192488262911,0.0153092991217785,0.007187464376421831,0.002664302089718154,0.0005358254692622475,0.001165388504064993
340,-0.8018391935320925,0.5888191969914808,0.16214181288856191,21.58604210503991,75.55114736763969,0.0074285714285714285,0.0153092991217785,0.004374085463365286,0.0012044820386007456,0.000398041777166241,0.0007092221467595529
341,-0.2143309289491576,0.27835089312324546,0.16214181288856191,6.96920787962717,7.875204903978702,0.04867256637168142,0.0153092991217785,0.013548052320157966,0.007891858149443279,0.0008420114516978175,0.0021967057642995
342,-0.08504563418443525,0.39254613132765387,0.16214181288856191,7.524277533756768,9.179618591183257,0.031967213114754096,0.0153092991217785,0.012548605837523362,0.0051832218874212415,0.0005970626657493615,0.0020346536997200284
343,-0.15875375181478307,0.4502735035817206,0.1621418128885619,8.942788872087963,12.967043864527545,0.02344827586206897,0.0153092991217785,0.010558137325364484,0.003801945957386969,0.000520516170140469,0.0017119155266609894
344,-0.3971537444295217,0.5467606829206607,0.1621418128885619,13.383346105124744,29.041861048120694,0.012903225806451613,0.0153092991217785,0.0070549765538149775,0.0020921524243685406,0.000428660375409798,0.0011439066883218592
345,0.35757129780608093,0.2469241793835242,0.16214181288856194,3.700464360863984,2.22027861651839,0.10333333333333333,0.0153092991217785,0.0255154985362975,0.016754653998484734,0.000949176545550267,0.004137129189430725
346,0.31671308577892454,0.30618598243557,0.16214181288856191,4.317208421007981,3.022045894705587,0.07142857142857144,0.0153092991217785,0.02187042731682643,0.01158155806346871,0.000765464956088925,0.0035461107337977646
347,0.3181706744864232,0.4502735035817206,0.1621418128885619,5.550696541295977,4.99562688716638,0.03777777777777778,0.0153092991217785,0.017010332357531667,0.006125357375790117,0.000520516170140469,0.0027580861262871494
348,-0.17509789293600558,0.5670110785843889,0.1621418128885619,11.101393082591954,19.98250754866552,0.015,0.0153092991217785,0.008505166178765834,0.0024321271933284284,0.00041335107628801953,0.0013790430631435747
349,-0.07227485723320103,0.35603021213438374,0.16214181288856191,6.96920787962717,7.875204903978702,0.03805309734513274,0.0153092991217785,0.013548052320157966,0.006169998189564745,0.0006582998622364755,0.0021967057642995
350,-0.2343293476081189,0.37339753955557314,0.1621418128885619,8.449393623972766,11.57566926484269,0.029927007299270073,0.0153092991217785,0.011174670891809124,0.004852419217832874,0.0006276812639929185,0.0018118813968309741
351,-0.2521237888642031,0.4784155975555781,0.1621418128885619,10.299625804404757,17.200375093355945,0.019161676646706587,0.0153092991217785,0.009167244983100899,0.003106908989481426,0.000489897571896912,0.0014863937207535538
352,-0.7531212333014486,0.5103099707259501,0.1621418128885619,17.947252150190327,52.226503757053855,0.010309278350515464,0.0153092991217785,0.0052609275332572165,0.0016715650813253803,0.000459278973653355,0.0008530163277176751
353,0.2557575185349476,0.4137648411291487,0.1621418128885619,5.550696541295977,4.99562688716638,0.041111111111111105,0.0153092991217785,0.017010332357531667,0.006665830085418655,0.0005664440675058045,0.0027580861262871494
354,0.21190966988430562,0.4784155975555781,0.1621418128885619,6.475812631511974,6.7996032630875725,0.030476190476190476,0.0153092991217785,0.014580284877884285,0.004941464773746648,0.000489897571896912,0.0023640738225318425
355,0.23781148090551343,0.5467606829206607,0.16214181288856191,7.09255669165597,8.156440195404365,0.024347826086956525,0.0153092991217785,0.013312434018937828,0.003947800661634551,0.000428660375409798,0.0021585021857899434
356,0.2026686525739626,0.6378874634074375,0.16214181288856191,8.634416842015963,12.088183578822347,0.017142857142857144,0.0153092991217785,0.010935213658413215,0.0027795739352324904,0.00036742317892268404,0.0017730553668988823
357,0.665255495806462,0.5467606829206607,0.16214181288856191,4.625580451079981,3.4691853383099858,0.037333333333333336,0.0153092991217785,0.020412398829038,0.006053294347839644,0.000428660375409798,0.0033097033515445797
358,0.3111618286244996,0.5888191969914808,0.16214181288856191,7.09255669165597,8.156440195404365,0.022608695652173914,0.0153092991217785,0.013312434018937828,0.0036658149000892257,0.000398041777166241,0.0021585021857899434
359,0.44383076851350783,0.6378874634074375,0.16214181288856191,6.784184661583972,7.46260312774237,0.021818181818181816,0.0153092991217785,0.013917544656162273,0.0035376395539322594,0.00036742317892268404,0.002256615921507668
360,0.4667974932098121,0.6958772328081138,0.16214181288856194,7.400928721727968,8.88111446607356,0.018333333333333333,0.0153092991217785,0.01275774926814875,0.0029725999029569686,0.00033680458067912697,0.0020685645947153626
